x,y,z,yaw,timestamp
0.000000,0.700011,0.500000,1.570796,0.699963
0.000000,0.710012,0.500000,1.570796,0.709963
0.000000,0.720012,0.500000,1.570796,0.719962
0.000000,0.730012,0.500000,1.570796,0.729962
0.000000,0.740012,0.500000,1.570796,0.739961
0.000000,0.750012,0.500000,1.570796,0.749961
0.000000,0.760012,0.500000,1.570796,0.759960
0.000000,0.770013,0.500000,1.570796,0.769960
0.000000,0.780013,0.500000,1.570796,0.779959
0.000000,0.790013,0.500000,1.570796,0.789959
0.000000,0.800013,0.500000,1.570796,0.799958
0.000000,0.810013,0.500000,1.570796,0.809958
0.000000,0.820013,0.500000,1.570796,0.819957
0.000000,0.830014,0.500000,1.570796,0.829957
0.000000,0.840014,0.500000,1.570796,0.839956
0.000000,0.850014,0.500000,1.570796,0.849955
0.000000,0.860014,0.500000,1.570796,0.859955
0.000000,0.870014,0.500000,1.570796,0.869954
0.000000,0.880014,0.500000,1.570796,0.879954
0.000000,0.890015,0.500000,1.570796,0.889953
0.000000,0.900015,0.500000,1.570796,0.899953
0.000000,0.910015,0.500000,1.570796,0.909952
0.000000,0.920015,0.500000,1.570796,0.919952
0.000000,0.930015,0.500000,1.570796,0.929951
0.000000,0.940015,0.500000,1.570796,0.939951
0.000000,0.950016,0.500000,1.570796,0.949950
0.000000,0.960016,0.500000,1.570796,0.959950
0.000000,0.970016,0.500000,1.570796,0.969949
0.000000,0.980016,0.500000,1.570796,0.979949
0.000000,0.990016,0.500000,1.570796,0.989948
0.000000,1.000016,0.500000,1.570796,0.999948
0.000000,1.010017,0.500000,1.570796,1.009947
0.000000,1.020017,0.500000,1.570796,1.019947
0.000000,1.030017,0.500000,1.570796,1.029946
0.000000,1.040017,0.500000,1.570796,1.039946
0.000000,1.050017,0.500000,1.570796,1.049945
0.000000,1.060017,0.500000,1.570796,1.059944
0.000000,1.070018,0.500000,1.570796,1.069944
0.000000,1.080018,0.500000,1.570796,1.079943
0.000000,1.090018,0.500000,1.570796,1.089943
0.000000,1.100018,0.500000,1.570796,1.099942
0.000000,1.110018,0.500000,1.570796,1.109942
0.000000,1.120018,0.500000,1.570796,1.119941
0.000000,1.130019,0.500000,1.570796,1.129941
0.000000,1.140019,0.500000,1.570796,1.139940
0.000000,1.150019,0.500000,1.570796,1.149940
0.000000,1.160019,0.500000,1.570796,1.159939
0.000000,1.170019,0.500000,1.570796,1.169939
0.000000,1.180019,0.500000,1.570796,1.179938
0.000000,1.190020,0.500000,1.570796,1.189938
0.000000,1.200020,0.500000,1.570796,1.199937
0.000000,1.210020,0.500000,1.570796,1.209937
0.000000,1.220020,0.500000,1.570796,1.219936
0.000000,1.230020,0.500000,1.570796,1.229936
0.000000,1.240020,0.500000,1.570796,1.239935
0.000000,1.250021,0.500000,1.570796,1.249935
0.000000,1.260021,0.500000,1.570796,1.259934
0.000000,1.270021,0.500000,1.570796,1.269933
0.000000,1.280021,0.500000,1.570796,1.279933
0.000000,1.290021,0.500000,1.570796,1.289932
0.000000,1.300021,0.500000,1.570796,1.299932
0.000000,1.310021,0.500000,1.570796,1.309931
0.000000,1.320022,0.500000,1.570796,1.319931
0.000000,1.330022,0.500000,1.570796,1.329930
0.000000,1.340022,0.500000,1.570796,1.339930
0.000000,1.350022,0.500000,1.570796,1.349929
0.000000,1.360022,0.500000,1.570796,1.359929
0.000000,1.370022,0.500000,1.570796,1.369928
0.000000,1.380023,0.500000,1.570796,1.379928
0.000000,1.390023,0.500000,1.570796,1.389927
0.000000,1.400023,0.500000,1.570796,1.399927
0.000000,1.410023,0.500000,1.570796,1.409926
0.000000,1.420023,0.500000,1.570796,1.419926
0.000000,1.430023,0.500000,1.570796,1.429925
0.000000,1.440024,0.500000,1.570796,1.439925
0.000000,1.450024,0.500000,1.570796,1.449924
0.000000,1.460024,0.500000,1.570796,1.459924
0.000000,1.470024,0.500000,1.570796,1.469923
0.000000,1.480024,0.500000,1.570796,1.479922
0.000000,1.490024,0.500000,1.570796,1.489922
0.000000,1.500025,0.500000,1.570796,1.499921
0.000000,1.510025,0.500000,1.570796,1.509921
0.000000,1.520025,0.500000,1.570796,1.519920
0.000000,1.530025,0.500000,1.570796,1.529920
0.000000,1.540025,0.500000,1.570796,1.539919
0.000000,1.550025,0.500000,1.570796,1.549919
0.000000,1.560026,0.500000,1.570796,1.559918
0.000000,1.570026,0.500000,1.570796,1.569918
0.000000,1.580026,0.500000,1.570796,1.579917
0.000000,1.590026,0.500000,1.570796,1.589917
0.000000,1.600026,0.500000,1.570796,1.599916
0.000000,1.610026,0.500000,1.570796,1.609916
0.000000,1.620027,0.500000,1.570796,1.619915
0.000000,1.630027,0.500000,1.570796,1.629915
0.000000,1.640027,0.500000,1.570796,1.639914
0.000000,1.650027,0.500000,1.570796,1.649914
0.000000,1.660027,0.500000,1.570796,1.659913
0.000000,1.670027,0.500000,1.570796,1.669913
0.000000,1.680028,0.500000,1.570796,1.679912
0.000000,1.690028,0.500000,1.570796,1.689911
0.000000,1.700028,0.500000,1.570796,1.699911
0.000000,1.710028,0.500000,1.570796,1.709910
0.000000,1.720028,0.500000,1.570796,1.719910
0.000000,1.730028,0.500000,1.570796,1.729909
0.000000,1.740029,0.500000,1.570796,1.739909
0.000000,1.750029,0.500000,1.570796,1.749908
0.000000,1.760029,0.500000,1.570796,1.759908
0.000000,1.770029,0.500000,1.570796,1.769907
0.000000,1.780029,0.500000,1.570796,1.779907
0.000000,1.790029,0.500000,1.570796,1.789906
0.000000,1.800030,0.500000,1.570796,1.799906
0.000000,1.810030,0.500000,1.570796,1.809905
0.000000,1.820030,0.500000,1.570796,1.819905
0.000000,1.830030,0.500000,1.570796,1.829904
0.000000,1.840030,0.500000,1.570796,1.839904
0.000000,1.850030,0.500000,1.570796,1.849903
0.000000,1.860031,0.500000,1.570796,1.859903
0.000000,1.870031,0.500000,1.570796,1.869902
0.000000,1.880031,0.500000,1.570796,1.879901
0.000000,1.890031,0.500000,1.570796,1.889901
0.000000,1.900031,0.500000,1.570796,1.899900
0.000000,1.910031,0.500000,1.570796,1.909900
0.000000,1.920031,0.500000,1.570796,1.919899
0.000000,1.930032,0.500000,1.570796,1.929899
0.000000,1.940032,0.500000,1.570796,1.939898
0.000000,1.950032,0.500000,1.570796,1.949898
0.000000,1.960032,0.500000,1.570796,1.959897
0.000000,1.970032,0.500000,1.570796,1.969897
0.000000,1.980032,0.500000,1.570796,1.979896
0.000000,1.990033,0.500000,1.570796,1.989896
0.000000,2.000033,0.500000,1.570796,1.999895
0.000000,2.010033,0.500000,1.570796,2.009895
0.000000,2.020033,0.500000,1.570796,2.019894
0.000000,2.030033,0.500000,1.570796,2.029894
0.000000,2.040033,0.500000,1.570796,2.039893
0.000000,2.050034,0.500000,1.570796,2.049893
0.000000,2.060034,0.500000,1.570796,2.059892
0.000000,2.070034,0.500000,1.570796,2.069892
0.000000,2.080034,0.500000,1.570796,2.079891
0.000000,2.090034,0.500000,1.570796,2.089890
0.000000,2.100034,0.500000,1.570796,2.099890
0.000000,2.110035,0.500000,1.570796,2.109889
0.000000,2.120035,0.500000,1.570796,2.119889
0.000000,2.130035,0.500000,1.570796,2.129888
0.000000,2.140035,0.500000,1.570796,2.139888
0.000000,2.150035,0.500000,1.570796,2.149887
0.000000,2.160035,0.500000,1.570796,2.159887
0.000000,2.170036,0.500000,1.570796,2.169886
0.000000,2.180036,0.500000,1.570796,2.179886
0.000000,2.190036,0.500000,1.570796,2.189885
0.000000,2.200036,0.500000,1.570796,2.199885
0.000000,2.210036,0.500000,1.570796,2.209884
0.000000,2.220036,0.500000,1.570796,2.219884
0.000000,2.230037,0.500000,1.570796,2.229883
0.000000,2.240037,0.500000,1.570796,2.239883
0.000000,2.250037,0.500000,1.570796,2.249882
0.000000,2.260037,0.500000,1.570796,2.259882
0.000000,2.270037,0.500000,1.570796,2.269881
0.000000,2.280037,0.500000,1.570796,2.279881
0.000000,2.290038,0.500000,1.570796,2.289880
0.000000,2.300038,0.500000,1.570796,2.299879
0.000000,2.310038,0.500000,1.570796,2.309879
0.000000,2.320038,0.500000,1.570796,2.319878
0.000000,2.330038,0.500000,1.570796,2.329878
0.000000,2.340038,0.500000,1.570796,2.339877
0.000000,2.350039,0.500000,1.570796,2.349877
0.000000,2.360039,0.500000,1.570796,2.359876
0.000000,2.370039,0.500000,1.570796,2.369876
0.000000,2.380039,0.500000,1.570796,2.379875
0.000000,2.390039,0.500000,1.570796,2.389875
0.000000,2.400039,0.500000,1.570796,2.399874
0.000000,2.410040,0.500000,1.570796,2.409874
0.000000,2.420040,0.500000,1.570796,2.419873
0.000000,2.430040,0.500000,1.570796,2.429873
0.000000,2.440040,0.500000,1.570796,2.439872
0.000000,2.450040,0.500000,1.570796,2.449872
0.000000,2.460040,0.500000,1.570796,2.459871
0.000000,2.470041,0.500000,1.570796,2.469871
0.000000,2.480041,0.500000,1.570796,2.479870
0.000000,2.490041,0.500000,1.570796,2.489870
0.000000,2.500041,0.500000,1.570796,2.499869
0.000000,2.510041,0.500000,1.570796,2.509868
0.000000,2.520041,0.500000,1.570796,2.519868
0.000000,2.530042,0.500000,1.570796,2.529867
0.000000,2.540042,0.500000,1.570796,2.539867
0.000000,2.550042,0.500000,1.570796,2.549866
0.000000,2.560042,0.500000,1.570796,2.559866
0.000000,2.570042,0.500000,1.570796,2.569865
0.000000,2.580042,0.500000,1.570796,2.579865
0.000000,2.590042,0.500000,1.570796,2.589864
0.000000,2.600043,0.500000,1.570796,2.599864
0.000000,2.610043,0.500000,1.570796,2.609863
0.000000,2.620043,0.500000,1.570796,2.619863
0.000000,2.630043,0.500000,1.570796,2.629862
0.000000,2.640043,0.500000,1.570796,2.639862
0.000000,2.650043,0.500000,1.570796,2.649861
0.000000,2.660044,0.500000,1.570796,2.659861
0.000000,2.670044,0.500000,1.570796,2.669860
0.000000,2.680044,0.500000,1.570796,2.679860
0.000000,2.690044,0.500000,1.570796,2.689859
0.000000,2.700044,0.500000,1.570796,2.699859
0.000000,2.710044,0.500000,1.570796,2.709858
0.000000,2.720045,0.500000,1.570796,2.719857
0.000000,2.730045,0.500000,1.570796,2.729857
0.000000,2.740045,0.500000,1.570796,2.739856
0.000000,2.750045,0.500000,1.570796,2.749856
0.000000,2.760045,0.500000,1.570796,2.759855
0.000000,2.770045,0.500000,1.570796,2.769855
0.000000,2.780046,0.500000,1.570796,2.779854
0.000000,2.790046,0.500000,1.570796,2.789854
0.000000,2.800046,0.500000,1.570796,2.799853
0.000000,2.810046,0.500000,1.570796,2.809853
0.000000,2.820046,0.500000,1.570796,2.819852
0.000000,2.830046,0.500000,1.570796,2.829852
0.000000,2.840047,0.500000,1.570796,2.839851
0.000000,2.850047,0.500000,1.570796,2.849851
0.000000,2.860047,0.500000,1.570796,2.859850
0.000000,2.870047,0.500000,1.570796,2.869850
0.000000,2.880047,0.500000,1.570796,2.879849
0.000000,2.890047,0.500000,1.570796,2.889849
0.000000,2.900048,0.500000,1.570796,2.899848
0.000000,2.910048,0.500000,1.570796,2.909848
0.000000,2.920048,0.500000,1.570796,2.919847
0.000000,2.930048,0.500000,1.570796,2.929846
0.000000,2.940048,0.500000,1.570796,2.939846
0.000000,2.950048,0.500000,1.570796,2.949845
0.000000,2.960049,0.500000,1.570796,2.959845
0.000000,2.970049,0.500000,1.570796,2.969844
0.000000,2.980049,0.500000,1.570796,2.979844
0.000000,2.990049,0.500000,1.570796,2.989843
0.000000,3.000049,0.500000,1.570796,2.999843
0.000000,3.010049,0.500000,1.570796,3.009842
0.000000,3.020050,0.500000,1.570796,3.019842
0.000000,3.030050,0.500000,1.570796,3.029841
0.000000,3.040050,0.500000,1.570796,3.039841
0.000000,3.050050,0.500000,1.570796,3.049840
0.000000,3.060050,0.500000,1.570796,3.059840
0.000000,3.070050,0.500000,1.570796,3.069839
0.000000,3.080051,0.500000,1.570796,3.079839
0.000000,3.090051,0.500000,1.570796,3.089838
0.000000,3.100051,0.500000,1.570796,3.099838
0.000000,3.110051,0.500000,1.570796,3.109837
0.000000,3.120051,0.500000,1.570796,3.119837
0.000000,3.130051,0.500000,1.570796,3.129836
0.000000,3.140052,0.500000,1.570796,3.139835
0.000000,3.150052,0.500000,1.570796,3.149835
0.000000,3.160052,0.500000,1.570796,3.159834
0.000000,3.170052,0.500000,1.570796,3.169834
0.000000,3.180052,0.500000,1.570796,3.179833
0.000000,3.190052,0.500000,1.570796,3.189833
0.000000,3.200052,0.500000,1.570796,3.199832
0.000000,3.210053,0.500000,1.570796,3.209832
0.000000,3.220053,0.500000,1.570796,3.219831
0.000000,3.230053,0.500000,1.570796,3.229831
0.000000,3.240053,0.500000,1.570796,3.239830
0.000000,3.250053,0.500000,1.570796,3.249830
0.000000,3.260053,0.500000,1.570796,3.259829
0.000000,3.270054,0.500000,1.570796,3.269829
0.000000,3.280054,0.500000,1.570796,3.279828
0.000000,3.290054,0.500000,1.570796,3.289828
0.000000,3.300054,0.500000,1.570796,3.299827
0.000000,3.310054,0.500000,1.570796,3.309827
0.000000,3.320054,0.500000,1.570796,3.319826
0.000000,3.330055,0.500000,1.570796,3.329826
0.000000,3.340055,0.500000,1.570796,3.339825
0.000000,3.350055,0.500000,1.570796,3.349824
0.000000,3.360055,0.500000,1.570796,3.359824
0.000000,3.370055,0.500000,1.570796,3.369823
0.000000,3.380055,0.500000,1.570796,3.379823
0.000000,3.390056,0.500000,1.570796,3.389822
0.000000,3.400056,0.500000,1.570796,3.399822
0.000000,3.410056,0.500000,1.570796,3.409821
0.000000,3.420056,0.500000,1.570796,3.419821
0.000000,3.430056,0.500000,1.570796,3.429820
0.000000,3.440056,0.500000,1.570796,3.439820
0.000000,3.450057,0.500000,1.570796,3.449819
0.000000,3.460057,0.500000,1.570796,3.459819
0.000000,3.470057,0.500000,1.570796,3.469818
0.000000,3.480057,0.500000,1.570796,3.479818
0.000000,3.490057,0.500000,1.570796,3.489817
0.000000,3.500057,0.500000,1.570796,3.499817
0.000000,3.510058,0.500000,1.570796,3.509816
0.000000,3.520058,0.500000,1.570796,3.519816
0.000000,3.530058,0.500000,1.570796,3.529815
0.000000,3.540058,0.500000,1.570796,3.539815
0.000000,3.550058,0.500000,1.570796,3.549814
0.000000,3.560058,0.500000,1.570796,3.559813
0.000000,3.570059,0.500000,1.570796,3.569813
0.000000,3.580059,0.500000,1.570796,3.579812
0.000000,3.590059,0.500000,1.570796,3.589812
0.000000,3.600059,0.500000,1.570796,3.599811
0.000000,3.610059,0.500000,1.570796,3.609811
0.000000,3.620059,0.500000,1.570796,3.619810
0.000000,3.630060,0.500000,1.570796,3.629810
0.000000,3.640060,0.500000,1.570796,3.639809
0.000000,3.650060,0.500000,1.570796,3.649809
0.000000,3.660060,0.500000,1.570796,3.659808
0.000000,3.670060,0.500000,1.570796,3.669808
0.000000,3.680060,0.500000,1.570796,3.679807
0.000000,3.690061,0.500000,1.570796,3.689807
0.000000,3.700061,0.500000,1.570796,3.699806
0.000000,3.710061,0.500000,1.570796,3.709806
0.000000,3.720061,0.500000,1.570796,3.719805
0.000000,3.730061,0.500000,1.570796,3.729805
0.000000,3.740061,0.500000,1.570796,3.739804
0.000000,3.750062,0.500000,1.570796,3.749804
0.000000,3.760062,0.500000,1.570796,3.759803
0.000000,3.770062,0.500000,1.570796,3.769802
0.000000,3.780062,0.500000,1.570796,3.779802
0.000000,3.790062,0.500000,1.570796,3.789801
0.000000,3.800062,0.500000,1.570796,3.799801
0.000000,3.810063,0.500000,1.570796,3.809800
0.000000,3.820063,0.500000,1.570796,3.819800
0.000000,3.830063,0.500000,1.570796,3.829799
0.000000,3.840063,0.500000,1.570796,3.839799
0.000000,3.850063,0.500000,1.570796,3.849798
0.000000,3.860063,0.500000,1.570796,3.859798
0.000000,3.870063,0.500000,1.570796,3.869797
0.000000,3.880064,0.500000,1.570796,3.879797
0.000000,3.890064,0.500000,1.570796,3.889796
0.000000,3.900064,0.500000,1.570796,3.899796
0.000000,3.910064,0.500000,1.570796,3.909795
0.000000,3.920064,0.500000,1.570796,3.919795
0.000000,3.930064,0.500000,1.570796,3.929794
0.000000,3.940065,0.500000,1.570796,3.939794
0.000000,3.950065,0.500000,1.570796,3.949793
0.000000,3.960065,0.500000,1.570796,3.959793
0.000000,3.970065,0.500000,1.570796,3.969792
0.000000,3.980065,0.500000,1.570796,3.979791
0.000000,3.990065,0.500000,1.570796,3.989791
0.000000,4.000066,0.500000,1.570796,3.999790
0.000000,4.010066,0.500000,1.570796,4.009790
0.000000,4.020066,0.500000,1.570796,4.019789
0.000000,4.030066,0.500000,1.570796,4.029789
0.000000,4.040066,0.500000,1.570796,4.039788
0.000000,4.050066,0.500000,1.570796,4.049788
0.000000,4.060067,0.500000,1.570796,4.059787
0.000000,4.070067,0.500000,1.570796,4.069787
0.000000,4.080067,0.500000,1.570796,4.079786
0.000000,4.090067,0.500000,1.570796,4.089786
0.000000,4.100067,0.500000,1.570796,4.099785
0.000000,4.110067,0.500000,1.570796,4.109785
0.000000,4.120068,0.500000,1.570796,4.119784
0.000000,4.130068,0.500000,1.570796,4.129784
0.000000,4.140068,0.500000,1.570796,4.139783
0.000000,4.150068,0.500000,1.570796,4.149783
0.000000,4.160068,0.500000,1.570796,4.159782
0.000000,4.170068,0.500000,1.570796,4.169782
0.000000,4.180069,0.500000,1.570796,4.179781
0.000000,4.190069,0.500000,1.570796,4.189780
0.000000,4.200069,0.500000,1.570796,4.199780
0.000000,4.210069,0.500000,1.570796,4.209779
0.000000,4.220069,0.500000,1.570796,4.219779
0.000000,4.230069,0.500000,1.570796,4.229778
0.000000,4.240070,0.500000,1.570796,4.239778
0.000000,4.250070,0.500000,1.570796,4.249777
0.000000,4.260070,0.500000,1.570796,4.259777
0.000000,4.270070,0.500000,1.570796,4.269776
0.000000,4.280070,0.500000,1.570796,4.279776
0.000000,4.290070,0.500000,1.570796,4.289775
0.000000,4.300071,0.500000,1.570796,4.299775
0.000000,4.310071,0.500000,1.570796,4.309774
0.000000,4.320071,0.500000,1.570796,4.319774
0.000000,4.330071,0.500000,1.570796,4.329773
0.000000,4.340071,0.500000,1.570796,4.339773
0.000000,4.350071,0.500000,1.570796,4.349772
0.000000,4.360072,0.500000,1.570796,4.359772
0.000000,4.370072,0.500000,1.570796,4.369771
0.000000,4.380072,0.500000,1.570796,4.379771
0.000000,4.390072,0.500000,1.570796,4.389770
0.000000,4.400072,0.500000,1.570796,4.399769
0.000000,4.410072,0.500000,1.570796,4.409769
0.000000,4.420073,0.500000,1.570796,4.419768
0.000000,4.430073,0.500000,1.570796,4.429768
0.000000,4.440073,0.500000,1.570796,4.439767
0.000000,4.450073,0.500000,1.570796,4.449767
0.000000,4.460073,0.500000,1.570796,4.459766
0.000000,4.470073,0.500000,1.570796,4.469766
0.000000,4.480073,0.500000,1.570796,4.479765
0.000000,4.490074,0.500000,1.570796,4.489765
0.000000,4.500074,0.500000,1.570796,4.499764
0.000000,4.510074,0.500000,1.570796,4.509764
0.000000,4.520074,0.500000,1.570796,4.519763
0.000000,4.530074,0.500000,1.570796,4.529763
0.000000,4.540074,0.500000,1.570796,4.539762
0.000000,4.550075,0.500000,1.570796,4.549762
0.000000,4.560075,0.500000,1.570796,4.559761
0.000000,4.570075,0.500000,1.570796,4.569761
0.000000,4.580075,0.500000,1.570796,4.579760
0.000000,4.590075,0.500000,1.570796,4.589760
0.000000,4.600075,0.500000,1.570796,4.599759
0.000000,4.610076,0.500000,1.570796,4.609758
0.000000,4.620076,0.500000,1.570796,4.619758
0.000000,4.630076,0.500000,1.570796,4.629757
0.000000,4.640076,0.500000,1.570796,4.639757
0.000000,4.650076,0.500000,1.570796,4.649756
0.000000,4.660076,0.500000,1.570796,4.659756
0.000000,4.670077,0.500000,1.570796,4.669755
0.000000,4.680077,0.500000,1.570796,4.679755
0.000000,4.690077,0.500000,1.570796,4.689754
0.000000,4.700077,0.500000,1.570796,4.699754
0.000000,4.710077,0.500000,1.570796,4.709753
0.000000,4.720077,0.500000,1.570796,4.719753
0.000000,4.730078,0.500000,1.570796,4.729752
0.000000,4.740078,0.500000,1.570796,4.739752
0.000000,4.750078,0.500000,1.570796,4.749751
0.000000,4.760078,0.500000,1.570796,4.759751
0.000000,4.770078,0.500000,1.570796,4.769750
0.000000,4.780078,0.500000,1.570796,4.779750
0.000000,4.790079,0.500000,1.570796,4.789749
0.000000,4.800079,0.500000,1.570796,4.799749
0.000000,4.810079,0.500000,1.570796,4.809748
0.000000,4.820079,0.500000,1.570796,4.819747
0.000000,4.830079,0.500000,1.570796,4.829747
0.000000,4.840079,0.500000,1.570796,4.839746
0.000000,4.850080,0.500000,1.570796,4.849746
0.000000,4.860080,0.500000,1.570796,4.859745
0.000000,4.870080,0.500000,1.570796,4.869745
0.000000,4.880080,0.500000,1.570796,4.879744
0.000000,4.890080,0.500000,1.570796,4.889744
0.000000,4.900080,0.500000,1.570796,4.899743
0.000000,4.910081,0.500000,1.570796,4.909743
0.000000,4.920081,0.500000,1.570796,4.919742
0.000000,4.930081,0.500000,1.570796,4.929742
0.000000,4.940081,0.500000,1.570796,4.939741
0.000000,4.950081,0.500000,1.570796,4.949741
0.000000,4.960081,0.500000,1.570796,4.959740
0.000000,4.970082,0.500000,1.570796,4.969740
0.000000,4.980082,0.500000,1.570796,4.979739
0.000000,4.990082,0.500000,1.570796,4.989739
0.000000,5.000082,0.500000,1.570796,4.999738
0.000000,5.010082,0.500000,1.570796,5.009738
0.000000,5.020082,0.500000,1.570796,5.019737
0.000000,5.030083,0.500000,1.570796,5.029736
0.000000,5.040083,0.500000,1.570796,5.039736
0.000000,5.050083,0.500000,1.570796,5.049735
0.000000,5.060083,0.500000,1.570796,5.059735
0.000000,5.070083,0.500000,1.570796,5.069734
0.000000,5.080083,0.500000,1.570796,5.079734
0.000000,5.090084,0.500000,1.570796,5.089733
0.000000,5.100084,0.500000,1.570796,5.099733
0.000000,5.110084,0.500000,1.570796,5.109732
0.000000,5.120084,0.500000,1.570796,5.119732
0.000000,5.130084,0.500000,1.570796,5.129731
0.000000,5.140084,0.500000,1.570796,5.139731
0.000000,5.150084,0.500000,1.570796,5.149730
0.000000,5.160085,0.500000,1.570796,5.159730
0.000000,5.170085,0.500000,1.570796,5.169729
0.000000,5.180085,0.500000,1.570796,5.179729
0.000000,5.190085,0.500000,1.570796,5.189728
0.000000,5.200085,0.500000,1.570796,5.199728
0.000000,5.210085,0.500000,1.570796,5.209727
0.000000,5.220086,0.500000,1.570796,5.219726
0.000000,5.230086,0.500000,1.570796,5.229726
0.000000,5.240086,0.500000,1.570796,5.239725
0.000000,5.250086,0.500000,1.570796,5.249725
0.000000,5.260086,0.500000,1.570796,5.259724
0.000000,5.270086,0.500000,1.570796,5.269724
0.000000,5.280087,0.500000,1.570796,5.279723
0.000000,5.290087,0.500000,1.570796,5.289723
0.000000,5.300087,0.500000,1.570796,5.299722
0.000000,5.310087,0.500000,1.570796,5.309722
0.000000,5.320087,0.500000,1.570796,5.319721
0.000000,5.330087,0.500000,1.570796,5.329721
0.000000,5.340088,0.500000,1.570796,5.339720
0.000000,5.350088,0.500000,1.570796,5.349720
0.000000,5.360088,0.500000,1.570796,5.359719
0.000000,5.370088,0.500000,1.570796,5.369719
0.000000,5.380088,0.500000,1.570796,5.379718
0.000000,5.390088,0.500000,1.570796,5.389718
0.000000,5.400089,0.500000,1.570796,5.399717
0.000000,5.410089,0.500000,1.570796,5.409717
0.000000,5.420089,0.500000,1.570796,5.419716
0.000000,5.430089,0.500000,1.570796,5.429715
0.000000,5.440089,0.500000,1.570796,5.439715
0.000000,5.450089,0.500000,1.570796,5.449714
0.000000,5.460090,0.500000,1.570796,5.459714
0.000000,5.470090,0.500000,1.570796,5.469713
0.000000,5.480090,0.500000,1.570796,5.479713
0.000000,5.490090,0.500000,1.570796,5.489712
0.000000,5.500090,0.500000,1.570796,5.499712
0.000000,5.510090,0.500000,1.570796,5.509711
0.000000,5.520091,0.500000,1.570796,5.519711
0.000000,5.530091,0.500000,1.570796,5.529710
0.000000,5.540091,0.500000,1.570796,5.539710
0.000000,5.550091,0.500000,1.570796,5.549709
0.000000,5.560091,0.500000,1.570796,5.559709
0.000000,5.570091,0.500000,1.570796,5.569708
